sentence,sentiment,preprocessed
nooooooo my dvr just died and i was only half way through the ea presser hate you time warner,0,"{'cleaned_text': 'nooooooo dvr die half way ea presser hate time warner', 'tokens': ['nooooooo', 'dvr', 'die', 'half', 'way', 'ea', 'presser', 'hate', 'time', 'warner'], 'pos_tags': [('nooooooo', 'PROPN'), ('dvr', 'NOUN'), ('die', 'VERB'), ('half', 'ADJ'), ('way', 'NOUN'), ('ea', 'ADP'), ('presser', 'NOUN'), ('hate', 'NOUN'), ('time', 'PROPN'), ('warner', 'PROPN')], 'named_entities': [('nooooooo dvr die', 'ORG'), ('half', 'CARDINAL')]}"
f ck time warner cable you f cking suck balls i have a hd tv amp my damn hd channels hardly ever come in bullshit,0,"{'cleaned_text': 'f ck time warner cabl f cking suck ball hd tv amp damn hd channel hardli ever come bullshit', 'tokens': ['f', 'ck', 'time', 'warner', 'cabl', 'f', 'cking', 'suck', 'ball', 'hd', 'tv', 'amp', 'damn', 'hd', 'channel', 'hardli', 'ever', 'come', 'bullshit'], 'pos_tags': [('f', 'PROPN'), ('ck', 'PROPN'), ('time', 'NOUN'), ('warner', 'PROPN'), ('cabl', 'PROPN'), ('f', 'PROPN'), ('cking', 'VERB'), ('suck', 'NOUN'), ('ball', 'NOUN'), ('hd', 'PROPN'), ('tv', 'PROPN'), ('amp', 'PROPN'), ('damn', 'ADV'), ('hd', 'PROPN'), ('channel', 'PROPN'), ('hardli', 'PROPN'), ('ever', 'ADV'), ('come', 'VERB'), ('bullshit', 'NOUN')], 'named_entities': [('warner', 'ORG')]}"
time warner has the worse customer service ever i will never use them again,0,"{'cleaned_text': 'time warner wors custom servic ever never use', 'tokens': ['time', 'warner', 'wors', 'custom', 'servic', 'ever', 'never', 'use'], 'pos_tags': [('time', 'NOUN'), ('warner', 'PROPN'), ('wors', 'PROPN'), ('custom', 'PROPN'), ('servic', 'PROPN'), ('ever', 'ADV'), ('never', 'ADV'), ('use', 'VERB')], 'named_entities': [('time warner wors custom servic', 'ORG')]}"
time warner is the devil worst possible time for the internet to go out,0,"{'cleaned_text': 'time warner devil worst possibl time internet go', 'tokens': ['time', 'warner', 'devil', 'worst', 'possibl', 'time', 'internet', 'go'], 'pos_tags': [('time', 'NOUN'), ('warner', 'PROPN'), ('devil', 'PROPN'), ('worst', 'ADJ'), ('possibl', 'PROPN'), ('time', 'NOUN'), ('internet', 'NOUN'), ('go', 'VERB')], 'named_entities': [('time warner', 'ORG')]}"
fuck no internet damn time warner,0,"{'cleaned_text': 'fuck internet damn time warner', 'tokens': ['fuck', 'internet', 'damn', 'time', 'warner'], 'pos_tags': [('fuck', 'NOUN'), ('internet', 'NOUN'), ('damn', 'ADJ'), ('time', 'NOUN'), ('warner', 'PROPN')], 'named_entities': []}"
time warner really picks the worst time to not work all i want to do is get to mtv com so i can watch the hills wtfffff,0,"{'cleaned_text': 'time warner realli pick worst time work want get mtv com watch hill wtfffff', 'tokens': ['time', 'warner', 'realli', 'pick', 'worst', 'time', 'work', 'want', 'get', 'mtv', 'com', 'watch', 'hill', 'wtfffff'], 'pos_tags': [('time', 'NOUN'), ('warner', 'PROPN'), ('realli', 'PROPN'), ('pick', 'VERB'), ('worst', 'ADJ'), ('time', 'NOUN'), ('work', 'NOUN'), ('want', 'VERB'), ('get', 'VERB'), ('mtv', 'PROPN'), ('com', 'PROPN'), ('watch', 'PROPN'), ('hill', 'PROPN'), ('wtfffff', 'PROPN')], 'named_entities': [('time warner realli pick', 'ORG'), ('hill', 'PERSON')]}"
i hate time warner soooo wish i had vios cant watch the fricken mets game w o buffering i feel like im watching free internet porn,0,"{'cleaned_text': 'hate time warner soooo wish vio cant watch fricken met game w buffer feel like im watch free internet porn', 'tokens': ['hate', 'time', 'warner', 'soooo', 'wish', 'vio', 'cant', 'watch', 'fricken', 'met', 'game', 'w', 'buffer', 'feel', 'like', 'im', 'watch', 'free', 'internet', 'porn'], 'pos_tags': [('hate', 'PROPN'), ('time', 'NOUN'), ('warner', 'PROPN'), ('soooo', 'PROPN'), ('wish', 'VERB'), ('vio', 'PROPN'), ('ca', 'AUX'), ('nt', 'PART'), ('watch', 'VERB'), ('fricken', 'PROPN'), ('met', 'VERB'), ('game', 'NOUN'), ('w', 'PROPN'), ('buffer', 'PROPN'), ('feel', 'VERB'), ('like', 'SCONJ'), ('i', 'PRON'), ('m', 'AUX'), ('watch', 'VERB'), ('free', 'ADJ'), ('internet', 'NOUN'), ('porn', 'NOUN')], 'named_entities': [('warner', 'ORG')]}"
ahh got rid of stupid time warner today amp now taking a nap while the roomies cook for me pretty good end for a monday,0,"{'cleaned_text': 'ahh got rid stupid time warner today amp take nap roomi cook pretti good end monday', 'tokens': ['ahh', 'got', 'rid', 'stupid', 'time', 'warner', 'today', 'amp', 'take', 'nap', 'roomi', 'cook', 'pretti', 'good', 'end', 'monday'], 'pos_tags': [('ahh', 'PROPN'), ('got', 'AUX'), ('rid', 'VERB'), ('stupid', 'ADJ'), ('time', 'NOUN'), ('warner', 'PROPN'), ('today', 'NOUN'), ('amp', 'PROPN'), ('take', 'VERB'), ('nap', 'NOUN'), ('roomi', 'NOUN'), ('cook', 'NOUN'), ('pretti', 'PROPN'), ('good', 'ADJ'), ('end', 'NOUN'), ('monday', 'PROPN')], 'named_entities': [('today', 'DATE'), ('monday', 'DATE')]}"
time warner s hd line up is crap,0,"{'cleaned_text': 'time warner hd line crap', 'tokens': ['time', 'warner', 'hd', 'line', 'crap'], 'pos_tags': [('time', 'NOUN'), ('warner', 'PROPN'), ('hd', 'PROPN'), ('line', 'PROPN'), ('crap', 'NOUN')], 'named_entities': [('time warner', 'ORG')]}"
is being fucked by time warner cable didnt know modems could explode and susan boyle sucks too,0,"{'cleaned_text': 'fuck time warner cabl didnt know modem could explod susan boyl suck', 'tokens': ['fuck', 'time', 'warner', 'cabl', 'didnt', 'know', 'modem', 'could', 'explod', 'susan', 'boyl', 'suck'], 'pos_tags': [('fuck', 'NOUN'), ('time', 'NOUN'), ('warner', 'PROPN'), ('cabl', 'PROPN'), ('did', 'AUX'), ('nt', 'PART'), ('know', 'VERB'), ('modem', 'NOUN'), ('could', 'AUX'), ('explod', 'VERB'), ('susan', 'PROPN'), ('boyl', 'PROPN'), ('suck', 'VERB')], 'named_entities': [('susan boyl', 'PERSON')]}"
time warner cable slogan where calling it a day at pm happens,0,"{'cleaned_text': 'time warner cabl slogan call day pm happen', 'tokens': ['time', 'warner', 'cabl', 'slogan', 'call', 'day', 'pm', 'happen'], 'pos_tags': [('time', 'NOUN'), ('warner', 'PROPN'), ('cabl', 'PROPN'), ('slogan', 'PROPN'), ('call', 'PROPN'), ('day', 'NOUN'), ('pm', 'NOUN'), ('happen', 'VERB')], 'named_entities': [('time warner cabl slogan call day pm happen', 'ORG')]}"
recovering from surgery wishing was here,0,"{'cleaned_text': 'recov surgeri wish', 'tokens': ['recov', 'surgeri', 'wish'], 'pos_tags': [('recov', 'NOUN'), ('surgeri', 'PROPN'), ('wish', 'VERB')], 'named_entities': [('surgeri', 'NORP')]}"
my wrist still hurts i have to get it looked at i hate the dr dentist scary places time to watch eagle eye if you want to join txt,1,"{'cleaned_text': 'wrist still hurt get look hate dr dentist scari place time watch eagl eye want join txt', 'tokens': ['wrist', 'still', 'hurt', 'get', 'look', 'hate', 'dr', 'dentist', 'scari', 'place', 'time', 'watch', 'eagl', 'eye', 'want', 'join', 'txt'], 'pos_tags': [('wrist', 'NOUN'), ('still', 'ADV'), ('hurt', 'VERB'), ('get', 'VERB'), ('look', 'VERB'), ('hate', 'VERB'), ('dr', 'PROPN'), ('dentist', 'PROPN'), ('scari', 'PROPN'), ('place', 'NOUN'), ('time', 'NOUN'), ('watch', 'VERB'), ('eagl', 'NOUN'), ('eye', 'NOUN'), ('want', 'NOUN'), ('join', 'VERB'), ('txt', 'PROPN')], 'named_entities': [('scari place', 'PERSON')]}"
the dentist lied u won t feel any discomort prob won t even need pain pills man u twippin this shit hurt how many pills can i take,0,"{'cleaned_text': 'dentist lie u feel discomort prob even need pain pill man u twippin shit hurt mani pill take', 'tokens': ['dentist', 'lie', 'u', 'feel', 'discomort', 'prob', 'even', 'need', 'pain', 'pill', 'man', 'u', 'twippin', 'shit', 'hurt', 'mani', 'pill', 'take'], 'pos_tags': [('dentist', 'PROPN'), ('lie', 'PROPN'), ('u', 'PRON'), ('feel', 'VERB'), ('discomort', 'NOUN'), ('prob', 'NOUN'), ('even', 'ADV'), ('need', 'VERB'), ('pain', 'NOUN'), ('pill', 'NOUN'), ('man', 'NOUN'), ('u', 'PROPN'), ('twippin', 'ADJ'), ('shit', 'NOUN'), ('hurt', 'VERB'), ('mani', 'PROPN'), ('pill', 'NOUN'), ('take', 'VERB')], 'named_entities': []}"
my dentist is great but she s expensive,0,"{'cleaned_text': 'dentist great expens', 'tokens': ['dentist', 'great', 'expens'], 'pos_tags': [('dentist', 'VERB'), ('great', 'ADJ'), ('expens', 'NOUN')], 'named_entities': []}"
is studing math tomorrow exam and dentist,1,"{'cleaned_text': 'stude math tomorrow exam dentist', 'tokens': ['stude', 'math', 'tomorrow', 'exam', 'dentist'], 'pos_tags': [('stude', 'VERB'), ('math', 'NOUN'), ('tomorrow', 'NOUN'), ('exam', 'PROPN'), ('dentist', 'NOUN')], 'named_entities': [('stude math', 'PERSON'), ('tomorrow', 'DATE')]}"
my dentist was wrong wrong,0,"{'cleaned_text': 'dentist wrong wrong', 'tokens': ['dentist', 'wrong', 'wrong'], 'pos_tags': [('dentist', 'VERB'), ('wrong', 'ADJ'), ('wrong', 'ADJ')], 'named_entities': []}"
going to the dentist later,0,"{'cleaned_text': 'go dentist later', 'tokens': ['go', 'dentist', 'later'], 'pos_tags': [('go', 'VERB'), ('dentist', 'NOUN'), ('later', 'ADV')], 'named_entities': []}"
son has me looking at cars online i hate car shopping would rather go to the dentist anyone with a good car at a good price to sell,0,"{'cleaned_text': 'son look car onlin hate car shop would rather go dentist anyon good car good price sell', 'tokens': ['son', 'look', 'car', 'onlin', 'hate', 'car', 'shop', 'would', 'rather', 'go', 'dentist', 'anyon', 'good', 'car', 'good', 'price', 'sell'], 'pos_tags': [('son', 'NOUN'), ('look', 'VERB'), ('car', 'NOUN'), ('onlin', 'NOUN'), ('hate', 'VERB'), ('car', 'NOUN'), ('shop', 'NOUN'), ('would', 'AUX'), ('rather', 'ADV'), ('go', 'VERB'), ('dentist', 'VERB'), ('anyon', 'NOUN'), ('good', 'ADJ'), ('car', 'NOUN'), ('good', 'ADJ'), ('price', 'NOUN'), ('sell', 'NOUN')], 'named_entities': []}"
luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts how jacked up is that,0,"{'cleaned_text': 'luke got stop walk safeway ask empti pocket lift shirt jack', 'tokens': ['luke', 'got', 'stop', 'walk', 'safeway', 'ask', 'empti', 'pocket', 'lift', 'shirt', 'jack'], 'pos_tags': [('luke', 'PROPN'), ('got', 'AUX'), ('stop', 'VERB'), ('walk', 'VERB'), ('safeway', 'NOUN'), ('ask', 'VERB'), ('empti', 'ADJ'), ('pocket', 'NOUN'), ('lift', 'NOUN'), ('shirt', 'NOUN'), ('jack', 'PROPN')], 'named_entities': [('luke', 'PERSON')]}"
safeway is very rock n roll tonight,1,"{'cleaned_text': 'safeway rock n roll tonight', 'tokens': ['safeway', 'rock', 'n', 'roll', 'tonight'], 'pos_tags': [('safeway', 'PROPN'), ('rock', 'PROPN'), ('n', 'CCONJ'), ('roll', 'NOUN'), ('tonight', 'NOUN')], 'named_entities': [('safeway rock n', 'ORG'), ('tonight', 'TIME')]}"
the safeway bathroom still smells like ass,0,"{'cleaned_text': 'safeway bathroom still smell like as', 'tokens': ['safeway', 'bathroom', 'still', 'smell', 'like', 'as'], 'pos_tags': [('safeway', 'NOUN'), ('bathroom', 'NOUN'), ('still', 'ADV'), ('smell', 'VERB'), ('like', 'INTJ'), ('as', 'ADP')], 'named_entities': []}"
at safeway on elkhorn they move like they re dead,0,"{'cleaned_text': 'safeway elkhorn move like dead', 'tokens': ['safeway', 'elkhorn', 'move', 'like', 'dead'], 'pos_tags': [('safeway', 'PROPN'), ('elkhorn', 'PROPN'), ('move', 'NOUN'), ('like', 'ADP'), ('dead', 'ADJ')], 'named_entities': []}"
i love dwight howard s vitamin water commercial now i wish he was with nike and not adidas lol,1,"{'cleaned_text': 'love dwight howard vitamin water commerci wish nike adida lol', 'tokens': ['love', 'dwight', 'howard', 'vitamin', 'water', 'commerci', 'wish', 'nike', 'adida', 'lol'], 'pos_tags': [('love', 'PROPN'), ('dwight', 'PROPN'), ('howard', 'PROPN'), ('vitamin', 'NOUN'), ('water', 'NOUN'), ('commerci', 'NOUN'), ('wish', 'VERB'), ('nike', 'PROPN'), ('adida', 'PROPN'), ('lol', 'PROPN')], 'named_entities': [('dwight howard', 'PERSON')]}"
found nothing at nike factory off to banana republic outlet,0,"{'cleaned_text': 'found noth nike factori banana republ outlet', 'tokens': ['found', 'noth', 'nike', 'factori', 'banana', 'republ', 'outlet'], 'pos_tags': [('found', 'VERB'), ('noth', 'PROPN'), ('nike', 'PROPN'), ('factori', 'PROPN'), ('banana', 'PROPN'), ('republ', 'PROPN'), ('outlet', 'PROPN')], 'named_entities': [('nike', 'ORG')]}"
is lovin his nike already and that s only from running on the spot in his bedroom,1,"{'cleaned_text': 'lovin nike alreadi run spot bedroom', 'tokens': ['lovin', 'nike', 'alreadi', 'run', 'spot', 'bedroom'], 'pos_tags': [('lovin', 'PROPN'), ('nike', 'PROPN'), ('alreadi', 'PROPN'), ('run', 'VERB'), ('spot', 'NOUN'), ('bedroom', 'NOUN')], 'named_entities': [('nike', 'ORG')]}"
i finally got around to using jquery to make my bio collapse yay for slide animations,1,"{'cleaned_text': 'final got around use jqueri make bio collaps yay slide anim', 'tokens': ['final', 'got', 'around', 'use', 'jqueri', 'make', 'bio', 'collaps', 'yay', 'slide', 'anim'], 'pos_tags': [('final', 'ADJ'), ('got', 'AUX'), ('around', 'ADP'), ('use', 'NOUN'), ('jqueri', 'PROPN'), ('make', 'VERB'), ('bio', 'PROPN'), ('collaps', 'VERB'), ('yay', 'NOUN'), ('slide', 'NOUN'), ('anim', 'NOUN')], 'named_entities': [('jqueri make bio collaps yay', 'ORG')]}"
right lol we ll get there i have high expectations warren buffet style,1,"{'cleaned_text': 'right lol get high expect warren buffet style', 'tokens': ['right', 'lol', 'get', 'high', 'expect', 'warren', 'buffet', 'style'], 'pos_tags': [('right', 'INTJ'), ('lol', 'NOUN'), ('get', 'VERB'), ('high', 'ADJ'), ('expect', 'VERB'), ('warren', 'PROPN'), ('buffet', 'PROPN'), ('style', 'NOUN')], 'named_entities': [('warren', 'PERSON')]}"
rt rt great someone s sitting in the shade today because someone planted a tree a long time ago warren buffet,1,"{'cleaned_text': 'rt rt great someon sit shade today someon plant tree long time ago warren buffet', 'tokens': ['rt', 'rt', 'great', 'someon', 'sit', 'shade', 'today', 'someon', 'plant', 'tree', 'long', 'time', 'ago', 'warren', 'buffet'], 'pos_tags': [('rt', 'INTJ'), ('rt', 'PROPN'), ('great', 'ADJ'), ('someon', 'NOUN'), ('sit', 'VERB'), ('shade', 'NOUN'), ('today', 'NOUN'), ('someon', 'NOUN'), ('plant', 'NOUN'), ('tree', 'NOUN'), ('long', 'ADJ'), ('time', 'NOUN'), ('ago', 'ADV'), ('warren', 'PROPN'), ('buffet', 'PROPN')], 'named_entities': [('rt rt', 'PERSON'), ('today', 'DATE'), ('warren', 'PERSON')]}"
warren buffet became for a time the richest man in the united states not by working but investing in big idea which lead to the fortune,1,"{'cleaned_text': 'warren buffet becam time richest man unit state work invest big idea lead fortun', 'tokens': ['warren', 'buffet', 'becam', 'time', 'richest', 'man', 'unit', 'state', 'work', 'invest', 'big', 'idea', 'lead', 'fortun'], 'pos_tags': [('warren', 'PROPN'), ('buffet', 'PROPN'), ('becam', 'PROPN'), ('time', 'NOUN'), ('richest', 'ADJ'), ('man', 'NOUN'), ('unit', 'NOUN'), ('state', 'NOUN'), ('work', 'NOUN'), ('invest', 'VERB'), ('big', 'ADJ'), ('idea', 'NOUN'), ('lead', 'VERB'), ('fortun', 'NOUN')], 'named_entities': [('warren buffet becam time', 'PERSON')]}"
according to the create a school notre dame will have receivers in ncaa at or higher rating sweet,1,"{'cleaned_text': 'accord creat school notr dame receiv ncaa higher rate sweet', 'tokens': ['accord', 'creat', 'school', 'notr', 'dame', 'receiv', 'ncaa', 'higher', 'rate', 'sweet'], 'pos_tags': [('accord', 'PROPN'), ('creat', 'PROPN'), ('school', 'PROPN'), ('notr', 'PROPN'), ('dame', 'PROPN'), ('receiv', 'PROPN'), ('ncaa', 'PROPN'), ('higher', 'ADJ'), ('rate', 'NOUN'), ('sweet', 'ADJ')], 'named_entities': []}"
it s definitely under warranty amp my experience is the amazon support for kindle is great had to contact them about my kindle,1,"{'cleaned_text': 'definit warranti amp experi amazon support kindl great contact kindl', 'tokens': ['definit', 'warranti', 'amp', 'experi', 'amazon', 'support', 'kindl', 'great', 'contact', 'kindl'], 'pos_tags': [('definit', 'PROPN'), ('warranti', 'PROPN'), ('amp', 'PROPN'), ('experi', 'PROPN'), ('amazon', 'PROPN'), ('support', 'PROPN'), ('kindl', 'PROPN'), ('great', 'ADJ'), ('contact', 'NOUN'), ('kindl', 'NOUN')], 'named_entities': [('definit warranti', 'PERSON'), ('experi', 'NORP')]}"
time warner road runner customer support here absolutely blows i hate not having other high speed net options i m ready to go nuclear,0,"{'cleaned_text': 'time warner road runner custom support absolut blow hate high speed net option readi go nuclear', 'tokens': ['time', 'warner', 'road', 'runner', 'custom', 'support', 'absolut', 'blow', 'hate', 'high', 'speed', 'net', 'option', 'readi', 'go', 'nuclear'], 'pos_tags': [('time', 'NOUN'), ('warner', 'PROPN'), ('road', 'PROPN'), ('runner', 'PROPN'), ('custom', 'NOUN'), ('support', 'NOUN'), ('absolut', 'PROPN'), ('blow', 'PROPN'), ('hate', 'VERB'), ('high', 'ADJ'), ('speed', 'NOUN'), ('net', 'ADJ'), ('option', 'NOUN'), ('readi', 'NOUN'), ('go', 'VERB'), ('nuclear', 'ADJ')], 'named_entities': [('time warner road runner', 'ORG')]}"
time warner cable phone reps r dumber than nails ugh cable was working mins ago now its not wtf,0,"{'cleaned_text': 'time warner cabl phone rep r dumber nail ugh cabl work min ago wtf', 'tokens': ['time', 'warner', 'cabl', 'phone', 'rep', 'r', 'dumber', 'nail', 'ugh', 'cabl', 'work', 'min', 'ago', 'wtf'], 'pos_tags': [('time', 'NOUN'), ('warner', 'PROPN'), ('cabl', 'PROPN'), ('phone', 'PROPN'), ('rep', 'PROPN'), ('r', 'NOUN'), ('dumber', 'ADJ'), ('nail', 'NOUN'), ('ugh', 'NOUN'), ('cabl', 'PROPN'), ('work', 'PROPN'), ('min', 'NOUN'), ('ago', 'ADV'), ('wtf', 'PROPN')], 'named_entities': [('time warner cabl phone rep', 'ORG')]}"
we tried but time warner wasn t being nice so we recorded today,0,"{'cleaned_text': 'tri time warner nice record today', 'tokens': ['tri', 'time', 'warner', 'nice', 'record', 'today'], 'pos_tags': [('tri', 'ADJ'), ('time', 'NOUN'), ('warner', 'PROPN'), ('nice', 'PROPN'), ('record', 'NOUN'), ('today', 'NOUN')], 'named_entities': [('tri time warner nice', 'ORG'), ('today', 'DATE')]}"
omg time warner f ed up my internet install instead of today its now next saturday another week w o internet amp ehfa v fhg fml,0,"{'cleaned_text': 'omg time warner f ed internet instal instead today next saturday anoth week w internet amp ehfa v fhg fml', 'tokens': ['omg', 'time', 'warner', 'f', 'ed', 'internet', 'instal', 'instead', 'today', 'next', 'saturday', 'anoth', 'week', 'w', 'internet', 'amp', 'ehfa', 'v', 'fhg', 'fml'], 'pos_tags': [('omg', 'NOUN'), ('time', 'NOUN'), ('warner', 'PROPN'), ('f', 'PROPN'), ('ed', 'PROPN'), ('internet', 'NOUN'), ('instal', 'NOUN'), ('instead', 'ADV'), ('today', 'NOUN'), ('next', 'ADJ'), ('saturday', 'PROPN'), ('anoth', 'PROPN'), ('week', 'NOUN'), ('w', 'PROPN'), ('internet', 'NOUN'), ('amp', 'PROPN'), ('ehfa', 'PROPN'), ('v', 'PROPN'), ('fhg', 'PROPN'), ('fml', 'X')], 'named_entities': [('omg time warner', 'ORG'), ('today', 'DATE'), ('week', 'DATE')]}"
wth i have never seen a line this loooong at time warner before ugh,0,"{'cleaned_text': 'wth never seen line loooong time warner ugh', 'tokens': ['wth', 'never', 'seen', 'line', 'loooong', 'time', 'warner', 'ugh'], 'pos_tags': [('wth', 'PROPN'), ('never', 'ADV'), ('seen', 'VERB'), ('line', 'NOUN'), ('loooong', 'ADJ'), ('time', 'NOUN'), ('warner', 'PROPN'), ('ugh', 'PROPN')], 'named_entities': [('warner', 'ORG')]}"
impatiently awaiting the arrival of the time warner guy it s way too pretty to be inside all afternoon,0,"{'cleaned_text': 'impati await arriv time warner guy way pretti insid afternoon', 'tokens': ['impati', 'await', 'arriv', 'time', 'warner', 'guy', 'way', 'pretti', 'insid', 'afternoon'], 'pos_tags': [('impati', 'PROPN'), ('await', 'VERB'), ('arriv', 'PROPN'), ('time', 'PROPN'), ('warner', 'PROPN'), ('guy', 'PROPN'), ('way', 'NOUN'), ('pretti', 'PROPN'), ('insid', 'ADJ'), ('afternoon', 'NOUN')], 'named_entities': [('impati', 'ORG'), ('arriv time', 'ORG'), ('warner', 'ORG'), ('afternoon', 'TIME')]}"
naive bayes using em for text classification really frustrating,0,"{'cleaned_text': 'naiv bay use em text classif realli frustrat', 'tokens': ['naiv', 'bay', 'use', 'em', 'text', 'classif', 'realli', 'frustrat'], 'pos_tags': [('naiv', 'PROPN'), ('bay', 'PROPN'), ('use', 'VERB'), ('em', 'PRON'), ('text', 'NOUN'), ('classif', 'VERB'), ('realli', 'PROPN'), ('frustrat', 'NOUN')], 'named_entities': []}"
we went to stanford university today got a tour made me want to go back to college it s also decided all of our kids will go there,1,"{'cleaned_text': 'went stanford univers today got tour made want go back colleg also decid kid go', 'tokens': ['went', 'stanford', 'univers', 'today', 'got', 'tour', 'made', 'want', 'go', 'back', 'colleg', 'also', 'decid', 'kid', 'go'], 'pos_tags': [('went', 'VERB'), ('stanford', 'PROPN'), ('univers', 'NOUN'), ('today', 'NOUN'), ('got', 'VERB'), ('tour', 'NOUN'), ('made', 'VERB'), ('want', 'AUX'), ('go', 'VERB'), ('back', 'ADV'), ('colleg', 'NOUN'), ('also', 'ADV'), ('decid', 'NOUN'), ('kid', 'NOUN'), ('go', 'VERB')], 'named_entities': [('stanford', 'ORG'), ('today', 'DATE')]}"
if you re being harassed by calls about your car warranty changing your number won t fix that they call every number d bags,0,"{'cleaned_text': 'harass call car warranti chang number fix call everi number bag', 'tokens': ['harass', 'call', 'car', 'warranti', 'chang', 'number', 'fix', 'call', 'everi', 'number', 'bag'], 'pos_tags': [('harass', 'NOUN'), ('call', 'NOUN'), ('car', 'NOUN'), ('warranti', 'NOUN'), ('chang', 'PROPN'), ('number', 'PROPN'), ('fix', 'NOUN'), ('call', 'NOUN'), ('everi', 'ADJ'), ('number', 'NOUN'), ('bag', 'NOUN')], 'named_entities': [('chang', 'PERSON')]}"
just blocked united blood services using google voice they call more than those car warranty guys,0,"{'cleaned_text': 'block unit blood servic use googl voic call car warranti guy', 'tokens': ['block', 'unit', 'blood', 'servic', 'use', 'googl', 'voic', 'call', 'car', 'warranti', 'guy'], 'pos_tags': [('block', 'NOUN'), ('unit', 'NOUN'), ('blood', 'NOUN'), ('servic', 'PROPN'), ('use', 'VERB'), ('googl', 'NOUN'), ('voic', 'ADJ'), ('call', 'NOUN'), ('car', 'NOUN'), ('warranti', 'NOUN'), ('guy', 'NOUN')], 'named_entities': []}"
at amp t is complete fail,0,"{'cleaned_text': 'amp complet fail', 'tokens': ['amp', 'complet', 'fail'], 'pos_tags': [('amp', 'PROPN'), ('complet', 'PROPN'), ('fail', 'VERB')], 'named_entities': []}"
oh snap you work at at amp t don t you,0,"{'cleaned_text': 'oh snap work amp', 'tokens': ['oh', 'snap', 'work', 'amp'], 'pos_tags': [('oh', 'INTJ'), ('snap', 'VERB'), ('work', 'NOUN'), ('amp', 'PROPN')], 'named_entities': []}"
i really dont want at amp t phone service they suck when it comes to having a signal,0,"{'cleaned_text': 'realli dont want amp phone servic suck come signal', 'tokens': ['realli', 'dont', 'want', 'amp', 'phone', 'servic', 'suck', 'come', 'signal'], 'pos_tags': [('realli', 'PROPN'), ('do', 'AUX'), ('nt', 'PART'), ('want', 'VERB'), ('amp', 'PROPN'), ('phone', 'NOUN'), ('servic', 'PROPN'), ('suck', 'PROPN'), ('come', 'VERB'), ('signal', 'NOUN')], 'named_entities': []}"
i say we just cut out the small talk at amp t s new slogan f__k you give us your money apologies to bob geldof,0,"{'cleaned_text': 'say cut small talk amp new slogan fk give u money apolog bob geldof', 'tokens': ['say', 'cut', 'small', 'talk', 'amp', 'new', 'slogan', 'fk', 'give', 'u', 'money', 'apolog', 'bob', 'geldof'], 'pos_tags': [('say', 'VERB'), ('cut', 'VERB'), ('small', 'ADJ'), ('talk', 'NOUN'), ('amp', 'PROPN'), ('new', 'ADJ'), ('slogan', 'NOUN'), ('fk', 'INTJ'), ('give', 'VERB'), ('u', 'PRON'), ('money', 'NOUN'), ('apolog', 'VERB'), ('bob', 'PROPN'), ('geldof', 'NOUN')], 'named_entities': [('bob geldof', 'PERSON')]}"
pissed about at amp t s mid contract upgrade price for the iphone it s more i m not going to pay for something i thought was,0,"{'cleaned_text': 'piss amp mid contract upgrad price iphon go pay someth thought', 'tokens': ['piss', 'amp', 'mid', 'contract', 'upgrad', 'price', 'iphon', 'go', 'pay', 'someth', 'thought'], 'pos_tags': [('piss', 'ADJ'), ('amp', 'PROPN'), ('mid', 'ADJ'), ('contract', 'NOUN'), ('upgrad', 'NOUN'), ('price', 'PROPN'), ('iphon', 'PROPN'), ('go', 'VERB'), ('pay', 'VERB'), ('someth', 'ADJ'), ('thought', 'NOUN')], 'named_entities': []}"
safari is fast even on my shitty at amp t tethering,0,"{'cleaned_text': 'safari fast even shitti amp tether', 'tokens': ['safari', 'fast', 'even', 'shitti', 'amp', 'tether'], 'pos_tags': [('safari', 'PROPN'), ('fast', 'ADV'), ('even', 'ADV'), ('shitti', 'VERB'), ('amp', 'PROPN'), ('tether', 'NOUN')], 'named_entities': [('safari', 'PERSON')]}"
what is at amp t fucking up,0,"{'cleaned_text': 'amp fuck', 'tokens': ['amp', 'fuck'], 'pos_tags': [('amp', 'PROPN'), ('fuck', 'NOUN')], 'named_entities': []}"
at amp t dropped the ball and isn t supporting crap with the new iphone fail att sucks,0,"{'cleaned_text': 'amp drop ball support crap new iphon fail att suck', 'tokens': ['amp', 'drop', 'ball', 'support', 'crap', 'new', 'iphon', 'fail', 'att', 'suck'], 'pos_tags': [('amp', 'PROPN'), ('drop', 'NOUN'), ('ball', 'NOUN'), ('support', 'NOUN'), ('crap', 'PROPN'), ('new', 'PROPN'), ('iphon', 'PROPN'), ('fail', 'PROPN'), ('att', 'PROPN'), ('suck', 'VERB')], 'named_entities': [('att', 'ORG')]}"
yay glad you got the phone still damn you at amp t,0,"{'cleaned_text': 'yay glad got phone still damn amp', 'tokens': ['yay', 'glad', 'got', 'phone', 'still', 'damn', 'amp'], 'pos_tags': [('yay', 'PROPN'), ('glad', 'PROPN'), ('got', 'VERB'), ('phone', 'NOUN'), ('still', 'ADV'), ('damn', 'PROPN'), ('amp', 'PROPN')], 'named_entities': []}"
